date,time,latitude,longitude,city,weather_condition,road_condition,severity,contributing_factor,traffic_condition,vehicle_type,age,gender
6/14/2003,8:22 PM,33.8446231,36.5499837,Ma‘lūlā,snowy,snowy,high,weather conditions,moderate,truck,49,Male
6/1/2010,5:27 AM,32.1911268,130.785523,Hitoyoshi,rainy,icy,medium,weather conditions,light,truck,55,Female
7/30/2009,8:33 AM,-7.7308816,109.9081382,Krajan Tanjungrejo,sunny,dry,medium,distracted driving,heavy,sedan,49,Male
3/24/2012,11:38 PM,48.94153,-125.54635,Ucluelet,sunny,icy,low,distracted driving,heavy,truck,83,Male
6/3/2011,8:54 AM,-12.0463731,-77.042754,Llipa,sunny,icy,low,weather conditions,light,sedan,51,Female
8/9/2015,1:08 PM,36.2268985,27.8561492,Émponas,cloudy,wet,high,speeding,moderate,sedan,66,Female
11/8/2003,2:49 PM,36.8964803,10.310501,Al Marsá,snowy,snowy,low,weather conditions,moderate,motorcycle,87,Female
4/7/2018,4:08 AM,44.8307966,37.5521227,Sarany,sunny,icy,medium,distracted driving,light,truck,57,Female
10/2/2001,7:54 PM,13.6902068,101.0701959,Chachoengsao,snowy,wet,high,speeding,light,truck,68,Male
7/1/2016,12:36 PM,-5.1463354,119.4106768,Losari,snowy,snowy,low,distracted driving,moderate,sedan,27,Male
1/31/2019,4:49 AM,22.3287394,-79.2366566,Yaguajay,sunny,icy,medium,weather conditions,light,sedan,97,Female
10/11/2006,5:00 AM,40.6897403,22.9541166,Efkarpía,rainy,dry,low,speeding,heavy,SUV,65,Female
5/23/2014,9:34 PM,23.099153,113.810423,Jundian,rainy,snowy,low,speeding,light,SUV,90,Bigender
12/5/2018,9:57 PM,46.465362,124.670305,Xinglin,snowy,icy,low,speeding,heavy,sedan,22,Female
12/22/2022,4:10 AM,6.680623,-75.953096,Giraldo,snowy,icy,high,distracted driving,moderate,truck,54,Male
9/16/2000,10:08 AM,47.7820865,27.930686,Cahul,snowy,snowy,medium,weather conditions,heavy,motorcycle,64,Male
4/28/2021,9:12 PM,50.3713333,103.2816977,Zakamensk,rainy,snowy,medium,speeding,moderate,motorcycle,39,Female
5/11/2005,12:13 AM,49.51688,-96.50029,La Broquerie,snowy,wet,low,speeding,moderate,motorcycle,51,Female
2/10/2007,2:29 AM,23.131797,113.407143,Huangcun,sunny,wet,medium,speeding,moderate,motorcycle,54,Male
2/18/2008,10:31 AM,49.911732,20.8725617,Janowice,snowy,wet,low,distracted driving,light,SUV,90,Female
4/15/2022,8:20 AM,40.935502,125.341233,Budayuan,rainy,snowy,low,speeding,light,sedan,21,Male
5/4/2003,7:14 AM,-9.2759427,119.9357066,Sasar,cloudy,dry,low,weather conditions,light,sedan,32,Male
10/11/2018,5:09 PM,7.929855,123.6604152,Margos,snowy,dry,low,distracted driving,light,SUV,78,Male
4/7/2021,4:25 AM,9.0056327,-62.6471664,Temblador,rainy,dry,high,distracted driving,moderate,SUV,90,Male
9/1/2016,5:52 AM,14.578621,121.0702405,Piña,snowy,icy,high,distracted driving,light,SUV,19,Female
2/21/2004,5:41 AM,-34.7942024,-58.2622254,Clorinda,snowy,snowy,low,speeding,light,motorcycle,49,Female
5/29/2012,6:28 AM,26.2354377,32.0029805,Al Balyanā,rainy,wet,medium,speeding,moderate,truck,79,Female
9/13/2011,2:10 AM,-7.3350849,111.46038,Kalangan,snowy,dry,medium,distracted driving,heavy,SUV,91,Male
8/15/2022,9:30 PM,55.439054,37.7662154,Yam,cloudy,wet,low,weather conditions,heavy,motorcycle,74,Male
8/28/2010,8:26 AM,-8.8814738,117.3733989,Tatebal,snowy,snowy,high,speeding,moderate,sedan,82,Genderfluid
5/12/2017,11:42 AM,30.5651672,31.1578769,Quwaysinā,sunny,wet,low,speeding,light,sedan,91,Female
9/6/2011,1:47 PM,36.2062933,44.0088697,Erbil,snowy,icy,medium,weather conditions,moderate,sedan,69,Female
10/28/2011,6:41 AM,23.3790333,113.7632828,Tangdong,rainy,wet,low,speeding,light,SUV,42,Female
8/10/2005,3:00 AM,-6.162275,106.7883416,Grugul,snowy,dry,medium,weather conditions,light,truck,46,Male
1/12/2013,12:41 AM,7.0232835,122.1882382,Manicahan,cloudy,wet,medium,speeding,moderate,SUV,27,Male
12/22/2009,1:06 PM,33.038408,108.247886,Shiquan,snowy,snowy,medium,distracted driving,heavy,sedan,100,Male
2/10/2021,6:19 AM,55.1264168,39.7951718,Radovitskiy,cloudy,dry,medium,speeding,moderate,sedan,28,Male
5/12/2020,8:13 PM,38.34,-85.7,Jeffersonville,sunny,snowy,medium,distracted driving,heavy,motorcycle,96,Female
3/8/2007,6:40 AM,46.344514,129.543632,Yinglan,sunny,wet,medium,weather conditions,heavy,sedan,94,Male
9/27/2015,10:22 AM,31.2303904,121.4737021,Shanhe,cloudy,icy,low,speeding,heavy,truck,24,Male
2/18/2006,6:14 PM,34.9136229,98.2113524,Dongxiao,sunny,snowy,low,weather conditions,heavy,SUV,39,Male
10/9/2014,11:20 PM,52.803304,51.1735574,Neftegorsk,rainy,dry,medium,weather conditions,moderate,SUV,78,Male
6/29/2000,6:08 PM,39.7539956,-8.7549506,Ferreiros,snowy,dry,high,speeding,light,truck,21,Male
10/24/2012,12:49 AM,56.7402899,24.7181651,Ķegums,rainy,dry,high,speeding,heavy,SUV,41,Male
5/21/2001,6:11 PM,-10.95,39.28333,Newala Kisimani,cloudy,wet,low,weather conditions,moderate,sedan,86,Male
10/20/2004,9:53 AM,41.3532895,-8.2103678,Boucinhas,snowy,snowy,medium,weather conditions,moderate,SUV,86,Male
12/26/2012,12:35 PM,-7.1508118,111.9075351,Campurrejo,cloudy,icy,high,speeding,light,truck,37,Male
8/4/2005,3:34 AM,29.731101,116.251947,Qukou,sunny,wet,medium,distracted driving,moderate,SUV,79,Male
8/30/2013,5:07 PM,30.89205,121.770149,Xiangjiazhai,rainy,dry,low,speeding,light,sedan,35,Female
3/17/2009,1:26 AM,-8.1539,111.7051,Jajarkrajan,rainy,wet,low,speeding,heavy,SUV,93,Male
9/14/2018,2:58 PM,51.5598572,-2.3523889,Horton,sunny,wet,medium,weather conditions,light,motorcycle,89,Male
11/5/2011,12:23 PM,39.4286365,62.8617596,Seydi,cloudy,icy,high,speeding,light,truck,51,Male
5/3/2010,7:02 PM,39.856317,96.779317,Changma,cloudy,wet,high,distracted driving,heavy,sedan,71,Genderfluid
8/19/2011,6:06 AM,40.6335427,47.467431,Ağdaş,sunny,dry,low,distracted driving,heavy,SUV,46,Female
11/23/2019,6:58 AM,24.8138287,120.9674798,Xinzhu,rainy,icy,high,weather conditions,light,motorcycle,49,Female
4/14/2010,6:43 AM,-8.328331,122.9930557,Ekasapta,sunny,snowy,medium,weather conditions,light,sedan,19,Female
7/15/2000,12:15 AM,-8.6577711,120.6947522,Mukun,snowy,snowy,high,weather conditions,heavy,SUV,37,Male
3/2/2000,1:30 AM,9.939624,126.065213,San Isidro,snowy,dry,high,weather conditions,heavy,SUV,42,Female
8/5/2013,4:01 PM,35.202503,102.521807,Xiaohe,snowy,dry,medium,speeding,light,sedan,39,Female
9/20/2019,10:24 AM,60.6191114,26.1999237,Lapinjärvi,sunny,wet,medium,distracted driving,heavy,SUV,39,Female
4/24/2013,1:45 AM,56.0372083,21.8173884,Plateliai,rainy,icy,medium,weather conditions,heavy,motorcycle,42,Male
4/28/2013,10:52 AM,44.1039762,19.2997218,Srebrenica,snowy,dry,low,distracted driving,moderate,truck,97,Female
7/28/2000,12:31 AM,6.45843,11.43299,Somié,cloudy,icy,low,weather conditions,moderate,truck,96,Female
5/24/2007,10:50 PM,45.950582,128.043465,Mulan,sunny,dry,medium,distracted driving,light,motorcycle,39,Male
11/10/2014,6:32 AM,-0.4829632,15.8936224,Owando,cloudy,icy,high,weather conditions,heavy,motorcycle,75,Male
3/6/2019,9:07 AM,48.9236625,2.3882228,La Courneuve,rainy,dry,low,distracted driving,light,sedan,51,Female
2/13/2013,1:52 AM,52.6396679,-9.4904891,Lucan,rainy,wet,medium,speeding,heavy,motorcycle,56,Male
1/24/2021,5:26 PM,49.4941103,6.0360933,Kayl,sunny,icy,high,speeding,light,SUV,83,Female
4/4/2000,10:18 PM,10.584981,-62.3037176,Güiria,sunny,snowy,low,distracted driving,heavy,sedan,89,Male
7/13/2005,9:05 AM,35.6803,51.0193,Shahre Jadide Andisheh,sunny,dry,medium,distracted driving,light,SUV,53,Female
10/7/2012,8:26 PM,24.803563,115.482733,Chenguang,cloudy,snowy,medium,weather conditions,heavy,motorcycle,77,Bigender
7/25/2021,5:45 AM,57.7236265,11.7360101,Torslanda,rainy,wet,high,weather conditions,light,truck,46,Male
6/17/2003,2:26 PM,31.2888328,-7.2396659,Telouet,sunny,wet,high,speeding,heavy,sedan,29,Bigender
3/9/2021,5:16 PM,32.187849,119.425836,Zhenjiang,snowy,snowy,medium,weather conditions,heavy,truck,75,Genderqueer
11/7/2004,12:28 AM,31.927317,35.299468,Rammūn,snowy,wet,medium,distracted driving,heavy,motorcycle,70,Male
12/7/2013,9:59 PM,-37.1534439,-56.8913573,Charata,sunny,dry,low,distracted driving,heavy,sedan,80,Female
5/5/2021,4:29 PM,-5.98978,-37.9466737,Viçosa,sunny,wet,medium,distracted driving,moderate,SUV,37,Female
6/1/2006,4:15 AM,49.6246813,19.1833654,Żabnica,cloudy,snowy,medium,speeding,moderate,motorcycle,84,Female
1/23/2016,11:29 AM,41.866056,-8.4064036,Devesa,sunny,dry,high,speeding,heavy,sedan,42,Female
5/9/2013,8:06 PM,51.7419091,111.9603596,Mogzon,rainy,snowy,medium,speeding,moderate,truck,33,Male
1/3/2008,5:34 PM,45.11803,124.823242,Qianguo,sunny,dry,low,distracted driving,light,SUV,32,Polygender
12/29/2013,4:06 PM,-21.2846176,-48.5316897,Monte Alto,snowy,snowy,low,weather conditions,moderate,motorcycle,59,Male
8/23/2017,8:07 AM,-15.6500913,-71.6869874,Ichupampa,sunny,icy,high,distracted driving,light,SUV,37,Male
3/7/2004,6:50 PM,46.562247,125.1353261,Longfeng,sunny,wet,medium,distracted driving,heavy,SUV,86,Male
5/18/2021,5:40 AM,41.0826078,20.4425942,Qukës-Skënderbe,rainy,wet,high,speeding,light,truck,75,Female
1/15/2005,2:03 AM,35.3100829,46.3708668,Sarvābād,snowy,wet,low,weather conditions,light,sedan,25,Male
9/30/2005,10:43 AM,52.596028,22.1470031,Kosów Lacki,cloudy,dry,high,speeding,light,motorcycle,87,Female
8/7/2011,10:30 AM,49.8376215,18.9439837,Jasienica,snowy,snowy,medium,distracted driving,heavy,truck,86,Male
7/13/2020,12:25 AM,14.8465342,-88.3032755,Arada,snowy,dry,high,speeding,light,truck,61,Female
10/22/2002,1:47 AM,11.171783,-70.620384,Capatárida,cloudy,wet,low,distracted driving,moderate,sedan,77,Female
12/11/2005,1:55 AM,28.1328796,-15.4393074,"Palmas De Gran Canaria, Las",sunny,snowy,high,speeding,heavy,sedan,73,Female
11/8/2009,10:59 PM,24.1919524,89.9681979,Tāngāil,rainy,icy,low,weather conditions,light,truck,45,Female
3/7/2008,6:05 AM,45.3639886,5.5949365,Voiron,rainy,wet,medium,speeding,light,motorcycle,97,Male
12/4/2021,5:24 PM,14.2198555,103.5899733,Sâmraông,cloudy,snowy,high,weather conditions,moderate,sedan,33,Male
8/11/2020,7:40 PM,45.1099574,40.2950699,Temirgoyevskaya,rainy,dry,high,weather conditions,heavy,motorcycle,31,Male
9/14/2004,5:32 PM,45.521519,3.5276642,Limoges,cloudy,snowy,medium,speeding,light,sedan,51,Male
8/23/2009,6:56 PM,48.1510123,-80.0330343,Kirkland Lake,cloudy,icy,high,weather conditions,heavy,sedan,94,Male
2/28/2004,2:18 PM,-7.8848787,112.6722635,Singasari,snowy,snowy,medium,distracted driving,heavy,sedan,56,Male
8/14/2021,5:26 PM,17.263531,121.834345,Tumauini,rainy,dry,high,distracted driving,moderate,motorcycle,100,Female
6/13/2004,8:14 AM,-37.1468126,175.5477294,Thames,snowy,snowy,low,weather conditions,light,sedan,66,Female
12/27/2018,9:56 PM,64.1272315,-16.014091,Höfn,cloudy,snowy,low,weather conditions,light,SUV,27,Female
1/28/2002,11:45 PM,-8.219061,128.941023,Laleng,sunny,dry,low,weather conditions,moderate,sedan,32,Female
6/5/2014,9:15 AM,50.1661085,22.2214748,Rakszawa,snowy,snowy,medium,distracted driving,moderate,truck,64,Male
10/16/2015,7:28 PM,51.5258667,57.3241614,Kuvandyk,sunny,wet,medium,distracted driving,heavy,motorcycle,99,Non-binary
1/20/2001,12:05 AM,-11.8648237,43.492161,Foumbouni,rainy,wet,low,distracted driving,light,truck,61,Female
2/27/2007,10:45 PM,40.83,21.581667,Melíti,cloudy,dry,high,speeding,heavy,sedan,69,Polygender
3/15/2013,5:15 PM,37.233266,122.456824,Xiamazhuang,rainy,wet,high,weather conditions,light,SUV,68,Female
4/28/2005,8:44 AM,7.6128972,-66.1474752,Caicara,sunny,wet,high,weather conditions,heavy,motorcycle,79,Male
9/3/2012,8:55 PM,44.2120433,15.4790862,Posedarje,sunny,snowy,high,speeding,light,motorcycle,84,Female
10/1/2019,4:06 PM,48.9481767,38.4878774,Syevyerodonets’k,sunny,wet,high,distracted driving,moderate,motorcycle,32,Male
7/19/2008,4:04 PM,16.733514,-93.0859557,Loma Bonita,snowy,dry,low,distracted driving,light,motorcycle,66,Male
11/17/2009,12:17 PM,49.7575973,16.6635314,Moravská Třebová,cloudy,icy,high,weather conditions,moderate,sedan,39,Male
11/24/2019,6:37 PM,38.042805,114.514893,Chejiazhuang,rainy,wet,high,speeding,light,truck,86,Female
12/8/2000,12:09 PM,18.932625,-70.4079274,San Cristóbal,rainy,snowy,medium,speeding,moderate,SUV,96,Male
4/7/2010,4:11 PM,57.6900919,11.94588,Göteborg,rainy,snowy,low,distracted driving,moderate,truck,77,Male
1/10/2008,10:46 PM,34.9128121,-116.6492954,Nashville,snowy,dry,high,weather conditions,light,motorcycle,94,Male
10/3/2001,8:28 PM,9.231487,29.8005027,Bentiu,cloudy,icy,low,distracted driving,moderate,motorcycle,73,Male
11/18/2012,1:56 PM,-6.2204747,155.6376301,Kieta,cloudy,wet,low,speeding,moderate,truck,78,Male
12/23/2002,11:24 AM,27.402484,33.6511438,El Gouna,cloudy,wet,low,speeding,light,SUV,28,Male
3/14/2008,7:48 PM,50.2072224,23.5464675,Potelych,sunny,dry,high,weather conditions,heavy,SUV,38,Female
2/18/2019,1:49 AM,34.208655,107.788999,Jinqu,snowy,snowy,medium,speeding,heavy,SUV,65,Female
4/24/2016,1:29 PM,29.00707,114.246016,Zhajin,cloudy,snowy,high,speeding,moderate,motorcycle,43,Female
8/11/2011,5:54 AM,30.750211,121.134569,Guangchen,snowy,icy,high,distracted driving,light,motorcycle,89,Male
6/20/2020,2:44 AM,18.9753413,-97.9041394,El Calvario,snowy,dry,low,distracted driving,light,sedan,24,Male
11/21/2000,4:18 PM,-6.6876798,111.4782661,Kajar,sunny,dry,medium,weather conditions,heavy,truck,96,Male
4/19/2012,6:13 AM,51.85006,-105.03443,Lanigan,snowy,icy,medium,weather conditions,moderate,truck,25,Genderqueer
11/16/2014,5:20 AM,35.580629,104.610668,Anding,sunny,icy,low,distracted driving,light,SUV,88,Female
5/31/2020,6:39 PM,31.8577642,35.936274,Jāwā,rainy,icy,medium,speeding,light,sedan,94,Female
10/20/2005,5:33 AM,22.951554,112.10915,Xinbao,sunny,icy,low,speeding,heavy,truck,63,Female
11/30/2000,6:22 PM,30.526435,120.946263,Haiyan,cloudy,dry,high,speeding,moderate,truck,33,Male
3/1/2008,2:19 PM,7.027766,-74.692965,Remedios,cloudy,wet,low,weather conditions,heavy,truck,26,Female
11/23/2002,12:53 PM,50.4322664,13.0716999,Kovářská,snowy,snowy,medium,weather conditions,heavy,truck,60,Female
11/5/2020,8:54 AM,47.785421,-3.2602564,Toulouse,snowy,icy,low,weather conditions,moderate,motorcycle,60,Male
8/11/2011,2:28 AM,6.0455336,120.9985973,Loay,snowy,dry,medium,weather conditions,light,SUV,86,Female
12/13/2001,1:26 AM,30.780217,120.644805,Fengqiao,snowy,icy,high,speeding,light,motorcycle,61,Male
6/19/2017,2:09 AM,-6.5139395,-78.5185197,Chalamarca,sunny,dry,low,speeding,moderate,sedan,65,Male
10/17/2011,10:17 AM,-7.605833,110.7584366,Geneng Tengah,cloudy,snowy,low,weather conditions,light,SUV,78,Male
11/21/2009,4:36 PM,6.1514423,-5.9515399,Gagnoa,rainy,icy,high,speeding,moderate,motorcycle,100,Agender
2/1/2019,9:01 AM,47.498123,33.9169021,Novovorontsovka,snowy,icy,low,distracted driving,moderate,sedan,89,Female
9/19/2018,7:50 PM,32.187849,119.425836,Zhenjiang,cloudy,dry,low,distracted driving,moderate,sedan,73,Genderqueer
6/27/2022,5:54 AM,-7.5088,108.2386,Datarsitu,snowy,snowy,medium,distracted driving,moderate,motorcycle,53,Female
1/16/2017,5:42 PM,50.4466097,18.1077046,Januszkowice,snowy,wet,medium,speeding,light,truck,74,Male
6/28/2009,6:40 PM,15.6729353,0.5045206,Ansongo,snowy,icy,medium,distracted driving,heavy,truck,35,Male
5/5/2005,2:32 PM,-5.85,105.75,Bakau,rainy,wet,low,speeding,light,motorcycle,87,Female
4/23/2004,8:51 AM,23.104725,113.668388,Guansheng,snowy,snowy,medium,speeding,light,truck,75,Male
2/12/2011,9:40 PM,-9.5517,124.3173,Fatufaun,cloudy,wet,high,speeding,light,SUV,45,Male
11/8/2015,10:31 AM,26.312444,99.850365,Shaxi,sunny,icy,low,distracted driving,heavy,SUV,97,Female
7/28/2014,5:57 AM,26.695419,101.841707,Jinhe,sunny,snowy,high,distracted driving,light,SUV,18,Male
7/1/2003,8:19 PM,42.6629138,21.1655028,Pristina,rainy,dry,high,speeding,moderate,SUV,99,Female
8/14/2004,7:35 PM,44.351935,-87.8445954,København,cloudy,icy,low,distracted driving,moderate,truck,58,Female
7/2/2000,2:43 AM,15.0312765,-88.6458421,Protección,snowy,icy,high,speeding,heavy,motorcycle,59,Polygender
12/6/2020,1:00 AM,-8.7290069,120.409835,Ponggeok,cloudy,icy,low,speeding,light,motorcycle,71,Male
6/19/2006,5:30 AM,34.454443,113.050581,Dengfang,rainy,snowy,medium,weather conditions,light,truck,27,Male
8/17/2019,9:09 AM,-6.2057339,107.0096844,Mangseng,rainy,dry,medium,weather conditions,light,SUV,69,Genderfluid
3/13/2008,6:25 AM,26.9215438,68.1195259,Thāru Shāh,rainy,wet,low,distracted driving,heavy,truck,82,Female
10/13/2011,7:51 AM,39.293263,117.32162,Huozhuangzi,cloudy,icy,medium,speeding,moderate,truck,56,Female
10/4/2016,11:39 AM,-6.9717,112.8592,Mursaba,rainy,dry,high,weather conditions,light,motorcycle,97,Genderqueer
6/3/2013,11:41 AM,13.9791936,121.7983634,Malicboy,rainy,wet,high,distracted driving,heavy,truck,21,Male
12/13/2003,7:21 PM,47.5155739,40.8140313,Semikarakorsk,sunny,snowy,high,distracted driving,moderate,SUV,81,Female
11/9/2021,12:17 AM,44.6381341,41.9381568,Nevinnomyssk,snowy,icy,low,speeding,moderate,sedan,65,Female
7/11/2011,7:27 AM,25.9375976,-100.3638252,El Carmen,cloudy,icy,low,weather conditions,heavy,motorcycle,90,Female
7/14/2011,9:51 AM,38.9021066,-9.4174646,Cortezia,rainy,dry,medium,weather conditions,moderate,motorcycle,42,Female
1/2/2011,1:06 AM,-8.3765619,115.1918802,Mekarsari,sunny,wet,medium,speeding,moderate,SUV,49,Female
8/3/2013,9:07 AM,7.9819727,-81.166481,Río de Jesús,rainy,dry,high,distracted driving,heavy,motorcycle,87,Male
10/18/2011,3:13 PM,61.1251,29.8708001,Kuznechnoye,sunny,dry,low,speeding,moderate,SUV,24,Male
12/31/2018,8:59 PM,-6.91253,113.75089,Keles Timur,sunny,wet,medium,weather conditions,heavy,SUV,52,Non-binary
6/16/2000,7:17 PM,6.885648,-75.335829,Angostura,sunny,snowy,medium,speeding,light,SUV,67,Agender
6/2/2000,3:44 AM,34.2211097,71.6276159,Shabqadar,rainy,wet,medium,weather conditions,moderate,truck,54,Female
5/23/2009,9:17 PM,55.195577,47.0592319,Buinsk,sunny,wet,high,distracted driving,heavy,motorcycle,23,Female
11/6/2018,9:18 AM,10.3696393,-66.9571026,San Antonio de Los Altos,sunny,dry,high,speeding,heavy,truck,61,Male
6/14/2000,4:24 PM,50.404585,20.9948039,Chrzanów,rainy,icy,medium,speeding,light,truck,67,Female
1/8/2015,4:51 PM,-29.9846105,-50.1326727,Tramandaí,rainy,icy,high,distracted driving,light,truck,98,Non-binary
10/28/2007,10:16 AM,8.0011905,-67.3950339,Guayabal,cloudy,snowy,low,distracted driving,light,sedan,77,Male
10/17/2002,3:47 AM,3.2907122,-75.4577775,Aipe,rainy,wet,medium,speeding,light,truck,93,Male
12/2/2005,4:55 PM,31.121239,121.370354,Xinzhuang,sunny,dry,low,speeding,light,SUV,77,Female
8/16/2013,5:19 AM,5.3523231,100.3573891,Pulau Pinang,rainy,wet,high,distracted driving,light,truck,100,Agender
9/28/2014,4:52 AM,50.7917257,21.2322042,Baćkowice,sunny,snowy,low,speeding,moderate,SUV,87,Bigender
3/3/2016,11:15 AM,32.4033247,51.3994672,Zarrīn Shahr,snowy,wet,high,speeding,light,motorcycle,100,Female
4/29/2021,8:56 PM,41.4591168,48.8020626,Xaçmaz,sunny,dry,low,distracted driving,heavy,sedan,60,Female
9/29/2010,6:17 PM,32.6180396,110.7762387,Qinglian,cloudy,dry,high,distracted driving,heavy,truck,36,Male
1/26/2018,7:16 AM,21.9868109,90.295166,Uttar Char Fasson,rainy,dry,low,speeding,moderate,SUV,93,Male
9/11/2002,3:37 AM,43.1555152,19.1226018,Žabljak,rainy,dry,low,distracted driving,moderate,truck,88,Female
4/3/2020,2:31 AM,-28.3833642,-53.929557,Ijuí,snowy,icy,medium,speeding,heavy,motorcycle,25,Female
6/26/2017,7:09 AM,12.3783745,17.0568962,Bokoro,sunny,dry,low,weather conditions,light,truck,34,Male
10/24/2010,2:01 AM,39.6024762,47.1523402,Fizuli,cloudy,snowy,high,speeding,heavy,SUV,84,Male
7/4/2016,7:06 AM,56.2862076,43.0264348,Novosmolinskiy,cloudy,dry,low,weather conditions,moderate,motorcycle,52,Male
3/12/2007,4:39 PM,52.2960003,35.4190083,Zheleznogorsk,sunny,dry,low,weather conditions,heavy,SUV,32,Female
12/19/2022,4:03 PM,41.3435561,-8.3773116,Roriz,sunny,dry,medium,speeding,light,truck,60,Male
1/30/2007,6:04 PM,48.4959725,23.2844139,Lysychovo,sunny,wet,high,weather conditions,light,truck,66,Female
7/27/2004,2:25 AM,27.974248,120.632896,Gaoxiang,cloudy,dry,low,speeding,light,SUV,60,Female
2/15/2004,2:33 AM,55.5807611,37.7673912,Orekhovo-Borisovo,rainy,dry,medium,distracted driving,light,motorcycle,99,Female
2/9/2017,6:56 PM,45.4447185,18.8903084,Trpinja,snowy,snowy,low,weather conditions,moderate,sedan,49,Female
4/13/2021,4:17 AM,13.9740494,-86.5425921,Araulí,sunny,dry,high,weather conditions,moderate,motorcycle,86,Male
4/11/2019,6:26 PM,40.2314017,44.2477669,Aghavnatun,rainy,snowy,high,weather conditions,light,SUV,64,Female
12/6/2004,5:03 AM,-7.025171,107.5168417,Rawa Satu,rainy,dry,high,weather conditions,heavy,sedan,86,Male
8/1/2016,9:32 PM,42.075123,21.0523541,Теарце,sunny,snowy,high,speeding,heavy,sedan,38,Female
2/19/2004,5:32 PM,-16.111792,-69.5541,Pilcuyo,cloudy,dry,medium,distracted driving,moderate,truck,26,Male
12/23/2021,6:45 PM,30.352893,105.204609,Baoshi,rainy,snowy,medium,weather conditions,light,motorcycle,70,Female
8/5/2012,3:11 AM,-4.6210967,55.4277802,Beau Vallon,snowy,snowy,medium,weather conditions,light,SUV,36,Male
3/28/2016,8:38 AM,40.7681987,-73.9608428,New York City,snowy,icy,medium,speeding,moderate,sedan,36,Female
10/14/2006,2:47 PM,33.366735,117.541917,Maxu,rainy,icy,medium,weather conditions,heavy,motorcycle,19,Male
10/21/2021,9:20 AM,37.479652,140.9588844,Namie,cloudy,wet,medium,distracted driving,heavy,sedan,79,Male
3/24/2017,12:25 AM,14.3958755,121.0191099,Balitoc,snowy,wet,high,speeding,light,SUV,100,Female
11/30/2001,3:07 AM,-8.6741659,-35.7188463,Catende,sunny,dry,high,distracted driving,moderate,SUV,91,Female
1/19/2002,2:35 PM,-4.6210967,55.4277802,Beau Vallon,rainy,wet,medium,speeding,heavy,SUV,75,Female
1/24/2019,5:54 PM,49.4744879,15.8691305,Bohdalov,rainy,icy,low,distracted driving,heavy,truck,47,Male
5/9/2005,10:20 AM,33.3594755,35.5889282,Marjayoûn,snowy,snowy,medium,distracted driving,moderate,SUV,95,Female
11/27/2020,1:49 AM,-7.0138053,108.5700636,Kuningan,rainy,snowy,low,weather conditions,moderate,sedan,30,Female
1/13/2003,5:42 PM,29.444529,121.04024,Dashiju,rainy,snowy,low,weather conditions,light,sedan,56,Male
12/9/2020,10:58 AM,41.9562157,21.7152906,Sredno Konjare,rainy,icy,low,weather conditions,moderate,truck,78,Female
11/9/2014,10:21 AM,-6.4761564,111.0400034,Krajan Alasdowo,rainy,icy,high,speeding,moderate,truck,77,Male
1/22/2006,7:14 AM,30.780217,120.644805,Fengqiao,sunny,wet,low,weather conditions,moderate,truck,79,Bigender
7/26/2019,11:21 AM,-5.7966464,-35.2370177,Natal,rainy,icy,low,weather conditions,light,SUV,98,Female
11/9/2005,11:05 AM,51.1259587,15.1849486,Siekierczyn,cloudy,snowy,low,speeding,moderate,truck,33,Male
1/19/2006,8:24 PM,59.6742944,29.8519956,Kipen’,rainy,icy,medium,distracted driving,light,motorcycle,79,Female
1/14/2020,9:22 AM,30.6107721,53.1911235,Şafāshahr,snowy,icy,high,weather conditions,light,truck,83,Female
8/4/2019,4:48 PM,30.238152,118.148217,Gengcheng,snowy,wet,high,weather conditions,heavy,sedan,20,Bigender
10/31/2016,4:11 AM,3.5897715,103.3475743,Pekan,rainy,dry,low,speeding,moderate,truck,32,Male
4/29/2019,6:19 AM,45.6472323,13.7889869,Trieste,cloudy,icy,high,weather conditions,heavy,motorcycle,33,Female
3/2/2017,9:41 PM,-8.3743231,124.7630307,Kiraman,sunny,dry,low,distracted driving,light,sedan,84,Female
8/22/2009,1:58 PM,37.7340363,-8.4593678,Colos,sunny,icy,low,distracted driving,heavy,SUV,67,Female
8/26/2008,11:50 PM,63.3772787,10.3070483,Trondheim,sunny,dry,high,speeding,moderate,SUV,19,Male
9/19/2015,6:58 PM,41.420018,128.200789,Changbai,cloudy,snowy,low,weather conditions,heavy,sedan,45,Male
4/23/2007,3:16 PM,-8.1130067,112.0304508,Luntas,cloudy,wet,low,weather conditions,light,motorcycle,79,Female
1/3/2004,5:10 AM,13.1959918,-86.1688177,La Concordia,rainy,wet,medium,distracted driving,moderate,sedan,89,Male
2/17/2018,2:36 PM,32.703801,35.225489,Timrat,rainy,icy,high,distracted driving,moderate,truck,57,Female
5/4/2004,3:34 AM,45.9402271,15.4773182,Leskovec pri Krškem,sunny,dry,high,speeding,moderate,sedan,41,Female
7/15/2022,2:51 PM,58.478361,6.8567623,Hamar,snowy,wet,medium,weather conditions,light,motorcycle,74,Female
4/27/2020,2:39 AM,37.9810474,23.6498494,Korydallós,snowy,snowy,medium,speeding,moderate,SUV,76,Male
1/8/2020,4:10 PM,-6.8102224,107.4652476,Pasar Kidul,cloudy,snowy,high,weather conditions,light,truck,39,Male
11/29/2003,5:33 PM,29.4779861,30.961645,Ţāmiyah,sunny,wet,low,speeding,moderate,SUV,87,Female
2/24/2009,7:45 AM,14.9445596,103.7983521,Si Khoraphum,rainy,wet,medium,speeding,heavy,truck,36,Male
